name,seq_length,mean,var,skew,kurtosis,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,mean_7,mean_8,mean_9,mean_10,mean_11,mean_12,mean_13,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,skew_1,skew_2,skew_3,skew_4,skew_5,skew_6,skew_7,skew_8,skew_9,skew_10,skew_11,skew_12,skew_13,kurtosis_1,kurtosis_2,kurtosis_3,kurtosis_4,kurtosis_5,kurtosis_6,kurtosis_7,kurtosis_8,kurtosis_9,kurtosis_10,kurtosis_11,kurtosis_12,kurtosis_13
urbansound,25815,-1.3942550420761108,1025.8558349609375,-9.355229377746582,130.51788330078125,-34.076751708984375,13.641983032226562,-1.3646856546401978,2.28756046295166,-0.2526715397834778,0.8908712267875671,-0.1553320437669754,0.6795270442962646,-0.17477983236312866,0.5003259181976318,-0.21459393203258514,0.39476367831230164,-0.2815327048301697,7982.78369140625,1206.6328125,97.7073974609375,78.92740631103516,33.0073356628418,26.877172470092773,22.095497131347656,19.737394332885742,15.158307075500488,13.174806594848633,10.902593612670898,10.551563262939453,9.482855796813965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
urbansound,25815,-0.9720653295516968,833.4993286132812,-9.920638084411621,156.28375244140625,-27.141212463378906,11.884716033935547,-0.9798091650009155,1.7056057453155518,-0.03764358535408974,0.8451429605484009,0.058436088263988495,0.5261591672897339,-0.007560225203633308,0.4565582573413849,-0.14896826446056366,0.3387903571128845,-0.13706324994564056,6326.92138671875,1175.516845703125,99.88752746582031,61.173797607421875,31.135822296142578,23.661176681518555,15.677281379699707,15.315412521362305,11.537877082824707,10.006905555725098,8.478123664855957,9.389676094055176,7.10291862487793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
urbansound,25815,-1.0854989290237427,865.4420776367188,-9.563350677490234,140.6622314453125,-28.972278594970703,12.445642471313477,-0.4175497591495514,1.8415672779083252,-0.17197850346565247,0.7889363169670105,-0.12760253250598907,0.4912506341934204,-0.3531963527202606,0.4446676969528198,-0.23236867785453796,0.3454470634460449,-0.1940230131149292,6748.40673828125,1161.239013671875,90.25801086425781,68.74811553955078,31.968528747558594,23.846757888793945,17.271848678588867,15.369690895080566,13.079263687133789,12.183032989501953,8.689535140991211,8.581184387207031,8.227397918701172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
urbansound,25815,-1.2807422876358032,945.3180541992188,-9.306020736694336,139.1240997314453,-31.569610595703125,13.699382781982422,-0.8124514222145081,1.961430549621582,-0.39684754610061646,0.5593429803848267,-0.156979501247406,0.3389344811439514,-0.24837134778499603,0.44628018140792847,-0.295648455619812,0.1781802773475647,-0.35329341888427734,6939.650390625,1272.1956787109375,100.33158874511719,66.98824310302734,34.578826904296875,20.871871948242188,21.47290802001953,15.328753471374512,17.488052368164062,15.864274978637695,12.912352561950684,9.3065185546875,10.261161804199219,-5.954971790313721,5.569913864135742,-1.8733071088790894,5.897609233856201,-3.6700756549835205,4.663921356201172,1.2972087860107422,0.6294437646865845,1.7856413125991821,6.124767780303955,2.2865519523620605,1.770724892616272,-2.9719574451446533,49.422264099121094,43.93620681762695,54.46541976928711,49.690086364746094,57.62809371948242,61.190467834472656,60.504241943359375,61.03794479370117,61.81249237060547,67.4470443725586,63.07725143432617,65.70579528808594,67.80167388916016
timit_accent,336,-13.176684379577637,7323.056640625,-4.809355735778809,28.184480667114258,-181.45404052734375,47.05060958862305,-16.823795318603516,12.569975852966309,-8.547004699707031,0.7535355091094971,-6.989492416381836,-2.633678913116455,-6.769979000091553,-3.0134024620056152,-1.6853660345077515,-4.6344313621521,0.8801706433296204,16216.5244140625,2062.30810546875,655.8089599609375,475.15667724609375,365.3061218261719,254.57154846191406,153.90203857421875,101.89415740966797,111.55193328857422,66.78079986572266,57.7803840637207,58.44453430175781,42.33588409423828,-5.931554794311523,6.136388301849365,-2.851303815841675,2.7579455375671387,-4.830597877502441,0.6329036951065063,-4.678786754608154,1.9855788946151733,-4.268288612365723,-4.656260967254639,-1.8514968156814575,-4.536069393157959,0.9816738367080688,81.62435150146484,86.23296356201172,87.67851257324219,87.4759292602539,89.49223327636719,88.83686828613281,87.25152587890625,89.78135681152344,88.32442474365234,91.78328704833984,90.58434295654297,89.09916687011719,88.38152313232422
timit_accent,336,-13.879459381103516,7714.1884765625,-4.799961090087891,27.47098159790039,-188.83082580566406,47.013099670410156,-16.537351608276367,12.552074432373047,-9.393501281738281,0.7713683247566223,-8.044951438903809,-1.8511676788330078,-7.1899590492248535,-2.9234557151794434,-1.937326431274414,-4.952950477600098,0.8919837474822998,17777.8046875,2051.501953125,604.9796142578125,495.5524597167969,395.7765197753906,268.8116760253906,150.68800354003906,90.6817626953125,128.70619201660156,64.62612915039062,57.84138107299805,67.246826171875,43.17341613769531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timit_accent,336,-12.777897834777832,7117.02294921875,-4.860069274902344,28.971454620361328,-175.42269897460938,46.62221145629883,-15.801324844360352,11.76331615447998,-9.043868064880371,0.7844923138618469,-6.792793273925781,-2.6963388919830322,-6.468459606170654,-2.972879648208618,-1.984183430671692,-4.705230712890625,0.6050881147384644,16104.396484375,2076.196533203125,595.232666015625,455.7528991699219,369.07305908203125,256.29278564453125,138.01268005371094,108.8940200805664,110.19486236572266,61.879638671875,55.830078125,65.16735076904297,45.72480773925781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timit_accent,336,-12.504539489746094,6904.61865234375,-4.900166034698486,29.743717193603516,-172.31117248535156,45.48568344116211,-15.558585166931152,11.627632141113281,-8.720075607299805,0.7579036951065063,-7.01554536819458,-2.216036796569824,-6.53738260269165,-2.576571464538574,-1.828369140625,-4.847944736480713,1.1814602613449097,14539.33984375,2039.55322265625,581.299072265625,477.3335266113281,355.6248474121094,263.3071594238281,146.20562744140625,98.06629180908203,113.2843246459961,61.510581970214844,57.7929573059082,65.56844329833984,45.583438873291016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timit_accent,336,-13.06682300567627,7256.6806640625,-4.917221546173096,29.121387481689453,-177.314453125,44.480491638183594,-16.0570125579834,11.26333236694336,-8.63672924041748,0.3874927759170532,-7.545962333679199,-1.936493158340454,-6.668845176696777,-2.697244882583618,-1.8544883728027344,-4.332612037658691,1.043825387954712,16266.80078125,2093.8896484375,571.15625,499.7726135253906,396.33270263671875,246.79624938964844,141.8842010498047,109.57232666015625,97.66474914550781,55.6005859375,55.62547302246094,55.399356842041016,40.264644622802734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timit_accent,336,-13.305011749267578,7439.06884765625,-4.929516792297363,29.16964340209961,-180.99671936035156,44.75431823730469,-16.723583221435547,12.58028507232666,-9.233884811401367,0.18376092612743378,-6.9209160804748535,-2.3503623008728027,-6.483949184417725,-2.2458302974700928,-2.251875877380371,-4.154446601867676,0.8780527710914612,16426.591796875,2093.228271484375,600.7537231445312,485.7261047363281,374.86981201171875,275.3865966796875,155.68653869628906,112.5579833984375,110.20966339111328,56.41069030761719,64.36911010742188,61.166988372802734,45.657196044921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
